timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
3001,4863.885,1623.18,-330.135,90.285,-92.43,-169.455,2011.815,4378.53,2014.545,-212.35500000000002,2662.14,2029.95,1813.6950000000002,4775.55,752.895,4388.67
3003,6389.5650000000005,5812.365,3380.3250000000003,106.86,3859.83,3727.0350000000003,5857.6050000000005,6373.965,5632.965,3864.705,3030.495,6107.79,5475.015,6389.5650000000005,4868.5650000000005,6389.5650000000005
3005,6102.72,6389.5650000000005,6389.5650000000005,90.09,6389.5650000000005,6389.5650000000005,6316.245,6352.71,6389.5650000000005,6389.5650000000005,3584.685,6188.325,6388.785,5955.495,6389.5650000000005,6267.885
3007,5116.41,4842.435,6389.5650000000005,86.775,6389.5650000000005,6389.5650000000005,3046.485,5890.95,3594.435,6389.5650000000005,3982.485,2604.225,4584.255,5274.75,6389.5650000000005,5230.485000000001
3009,3369.21,730.275,5756.400000000001,99.84,5063.5650000000005,5726.5650000000005,199.485,2695.485,-395.85,4887.675,4341.09,-1499.55,-300.885,3540.42,3567.33,3381.105
3011,664.1700000000001,-1333.8,2931.045,106.86,4459.0650000000005,5424.3150000000005,-665.535,132.99,-2263.17,2362.815,4376.1900000000005,-3186.69,-2263.17,1464.255,1129.83,2162.355
3013,-2685.735,-4260.75,-390.975,84.045,1513.98,2154.75,-3873.09,-3055.65,-5660.85,-180.18,4727.1900000000005,-5358.99,-5384.34,-2125.3050000000003,-2931.045,-1523.535
3015,-3241.485,-4769.505,-4076.8650000000002,112.32000000000001,-2683.2000000000003,-2084.16,-4552.08,-2567.76,-3516.2400000000002,-4333.68,4735.965,-2753.5950000000003,-3116.1,-3234.6600000000003,-5521.425,-3229.7850000000003
3017,-1955.265,-2392.065,-4532.385,107.055,-3660.3450000000003,-3361.605,-2313.285,-1140.3600000000001,-1826.3700000000001,-6269.25,4652.895,-1699.425,-2345.265,-1434.2250000000001,-4276.545,-2279.745
3019,-826.215,-2354.4300000000003,-2167.62,87.165,-1413.555,-1090.44,-1096.68,314.535,706.2900000000001,-3049.02,4665.765,-906.945,-29.25,1582.815,-1115.9850000000001,335.205
3021,2832.96,1123.005,1304.16,106.08,2163.525,2254.59,2425.215,3508.83,4150.575,791.3100000000001,4389.255,2899.65,3490.3050000000003,4939.935,2669.55,3331.5750000000003
3023,6389.5650000000005,5442.645,5123.625,93.99000000000001,5838.495,5705.31,6389.175,6389.37,6389.5650000000005,5687.5650000000005,4422.015,6388.785,6389.175,6389.5650000000005,6389.5650000000005,6389.5650000000005
3025,6389.5650000000005,6389.5650000000005,5767.125,100.62,5054.79,4923.555,6256.77,6373.965,4934.085,6364.6050000000005,4230.525000000001,4910.685,4650.360000000001,6119.295,6389.5650000000005,6389.5650000000005
3027,6339.45,5066.685,6389.5650000000005,86.19,6389.5650000000005,6389.5650000000005,5044.845,6338.085,2111.07,6389.175,4033.77,2369.445,2729.025,5757.375,6389.5650000000005,6065.280000000001
3029,5312.97,3080.8050000000003,6132.945000000001,80.145,5730.8550000000005,6040.320000000001,3818.88,4311.645,995.085,5246.085,3590.145,522.015,1399.71,3432.975,5362.110000000001,3470.415
3031,1818.5700000000002,231.66,4009.59,90.87,2142.855,4043.52,-336.96000000000004,1129.44,-2513.1600000000003,503.295,3290.4300000000003,-4440.93,-2993.25,-781.1700000000001,857.4150000000001,-1123.395
3033,-2010.255,-3362.9700000000003,815.2950000000001,103.935,-1462.305,766.35,-3428.4900000000002,-1855.23,-4993.95,-2248.7400000000002,2869.425,-5128.89,-5528.25,-3525.9900000000002,-1931.28,-3828.2400000000002
3035,-5937.165,-5424.705,-2878.7850000000003,91.455,-5437.185,-2891.265,-5387.265,-2810.145,-4585.425,-6131.385,2537.73,-3252.9900000000002,-3515.46,-3234.465,-5671.185,-2955.225
3037,-3740.295,-2942.1600000000003,-4938.96,96.915,-4941.1050000000005,-6139.185,-2827.3050000000003,-1506.765,-2928.315,-5724.42,2129.79,-3261.57,-3361.4100000000003,-640.77,-4871.49,369.135
3039,-234.0,-1405.755,-3814.7850000000003,103.935,-2367.105,-3359.2650000000003,-291.72,397.21500000000003,-741.585,-2339.025,1540.1100000000001,-308.1,-944.385,1824.03,-1969.89,3008.655
3041,3665.61,2631.525,-479.7,88.14,1131.39,133.965,3461.445,3701.88,2596.62,1229.67,1064.895,3327.87,2462.655,5124.99,1663.935,5923.71
3043,6389.5650000000005,6389.5650000000005,3358.485,100.62,5241.99,4218.435,6389.5650000000005,6389.5650000000005,6216.405000000001,5405.79,557.895,6389.5650000000005,6328.725,6364.6050000000005,5877.885,6383.325
3045,6389.5650000000005,6012.045,6388.005,82.29,6389.5650000000005,6389.5650000000005,4180.8,6286.6050000000005,5140.005,6364.6050000000005,24.57,3700.5150000000003,5458.05,5125.185,6389.5650000000005,4732.845
3047,4462.77,4427.865,6382.935,90.675,6386.445000000001,6388.005,4494.945,4266.015,5527.47,6357.975,-458.445,2566.2000000000003,4278.885,3608.67,6375.135,3087.63
3049,3595.4100000000003,2596.425,6103.695000000001,88.33500000000001,5223.27,4659.135,3527.55,2362.815,4226.43,3760.5750000000003,-881.985,18.135,1930.89,1264.9650000000001,4226.625,590.655
3051,312.78000000000003,345.93,4166.5650000000005,100.62,2059.59,1234.935,94.575,-459.225,700.0500000000001,363.285,-1384.5,-3780.6600000000003,-1531.14,-1131.585,732.03,-715.65
3053,-3207.5550000000003,-3213.6,541.125,80.925,-2135.835,-2925.78,-4130.1,-4326.465,-3577.665,-4675.905,-1955.265,-3964.545,-5705.505,-4108.0650000000005,-4335.825,-4019.145
3055,-2545.725,-5017.155,-1872.1950000000002,112.32000000000001,-5054.400000000001,-4664.400000000001,-5063.76,-2667.6,-5456.1,-5559.06,-2364.1800000000003,-2362.425,-3960.645,-2163.135,-5383.17,-2537.73
3057,-719.745,-4532.385,-4535.505,87.165,-4436.64,-4187.04,-3588.0,344.565,-4167.54,-5803.785,-2686.905,-2787.525,-3398.655,-350.61,-4256.85,-849.8100000000001
3059,354.51,-2174.25,-2928.51,103.74000000000001,-2891.46,-1793.22,-725.985,2797.4700000000003,-1589.25,-3111.81,-3036.9300000000003,-310.05,-1024.53,2247.375,-747.825,1533.8700000000001
3061,3865.29,1932.255,1161.03,89.31,1629.615,2561.9100000000003,4077.255,6331.650000000001,2766.465,1582.815,-3262.545,4658.55,3527.355,6156.54,3877.185,4933.695000000001
3063,6389.5650000000005,6154.005,3081.585,106.47,3487.5750000000003,4139.85,6388.005,6388.785,5231.655,3863.73,-3429.6600000000003,6277.245,6333.405000000001,6364.6050000000005,6389.5650000000005,6389.5650000000005
3065,6389.5650000000005,6389.5650000000005,6389.5650000000005,82.68,6381.765,6386.445000000001,4534.725,6360.705,5226.975,6383.325,-3191.76,3147.105,5417.295,6363.63,6389.5650000000005,6389.5650000000005
3067,5660.85,5228.145,6389.175,79.75500000000001,6389.5650000000005,6389.5650000000005,2285.205,5909.865,4152.915,6389.5650000000005,-3194.88,2470.8450000000003,2527.2000000000003,5260.125,5924.685,5257.2
3069,4461.6,4430.205,5559.645,90.48,5636.865,5195.775000000001,1449.63,3429.855,2713.23,4576.455,-3087.045,7.995,331.695,2761.59,3378.375,2063.4900000000002
3071,1081.47,1539.135,5262.27,89.31,5036.655,2318.55,-1309.23,648.765,-324.675,1634.685,-3213.6,-1763.775,-1511.055,492.375,533.13,145.86
3073,-2842.125,-2179.905,2129.79,83.07000000000001,1614.015,-1580.865,-5125.185,-3203.2650000000003,-4338.945,-1643.265,-2928.705,-5324.865,-4925.505,-3028.545,-3427.905,-3427.905
3075,-2620.605,-5890.365,-1597.2450000000001,93.405,-2343.12,-5587.92,-3390.6600000000003,-1768.26,-4507.62,-6129.825,-2545.92,-2795.52,-3395.73,-2295.9300000000003,-5462.7300000000005,-2011.23
3077,-930.345,-3427.905,-2229.8250000000003,113.295,-3253.185,-4264.0650000000005,-863.265,-966.225,-2763.3450000000003,-5858.385,-2661.945,-2862.405,-2113.215,-1239.81,-3323.9700000000003,-1324.05
3079,426.27000000000004,-587.73,-1389.57,95.55,-1127.49,-684.45,1879.2150000000001,1540.1100000000001,148.785,-2270.9700000000003,-2263.9500000000003,-341.445,353.535,1605.63,394.095,1538.55
3081,3932.3700000000003,3169.725,1978.0800000000002,99.84,2458.56,2929.485,5856.24,4925.505,3461.0550000000003,1380.99,-1888.77,3648.255,3926.9100000000003,5058.495,4126.59,4659.135
3083,6389.5650000000005,6389.5650000000005,5890.365,84.045,6032.325,6360.705,6389.5650000000005,6389.5650000000005,6330.285,6363.045,-1356.42,6161.025000000001,6275.295,6389.5650000000005,6389.5650000000005,6389.5650000000005
3085,6389.37,6389.5650000000005,5575.245,84.045,5832.06,6386.445000000001,4484.805,5586.945000000001,4821.375,6388.785,-1115.01,4035.135,4513.47,5590.845,6389.5650000000005,6093.165
3087,6011.85,3005.5350000000003,5608.59,90.87,6389.5650000000005,6389.5650000000005,676.845,5508.165,3452.8650000000002,6388.005,-541.905,2097.03,2596.0350000000003,4991.610000000001,6389.5650000000005,5966.805
3089,5049.33,941.265,4863.495,89.11500000000001,5935.02,6164.145,-757.77,2965.755,2082.21,5134.545,-78.58500000000001,14.235000000000001,880.62,3135.9900000000002,4663.035,3130.725
3091,3139.8900000000003,-1813.5,1489.41,78.78,2242.3050000000003,2568.735,-4479.345,-1596.4650000000001,-1995.825,1398.15,599.235,-5141.5650000000005,-1831.2450000000001,-1156.545,29.055,-1062.945
3093,-7.0200000000000005,-5013.645,-1062.555,106.86,-989.625,-338.13,-5035.29,-3887.13,-4486.17,-1252.29,902.6550000000001,-4563.585,-4108.0650000000005,-3412.3050000000003,-2688.465,-3285.945
3095,-3913.065,-4040.205,-4392.96,86.775,-4933.305,-3736.005,-4122.495,-1807.65,-5036.85,-5269.29,1558.635,-3498.4950000000003,-4640.610000000001,-2397.33,-5990.01,-2242.11
3098,-3044.925,-3094.8450000000003,-4792.515,86.775,-4935.645,-5320.965,-3330.405,-331.89,-2629.77,-5175.6900000000005,2229.435,-3011.775,-2612.61,-1264.77,-2762.37,-1164.93
3099,-1169.805,-1462.305,-2663.505,107.055,-3287.505,-3747.705,-946.725,1545.5700000000002,-274.755,-3045.315,2271.165,-608.01,-414.18,691.47,-476.97,660.075
3102,2914.08,2856.165,998.4000000000001,85.41,232.05,81.9,3335.67,5262.075,3429.6600000000003,1140.945,2966.5350000000003,3679.65,3437.2650000000003,4501.575,3660.9300000000003,4226.625
3103,6389.37,6389.5650000000005,4539.405,101.4,3892.005,3796.065,6387.615,6388.785,6389.175,5044.650000000001,3342.885,6364.6050000000005,6377.085,6383.325,6386.445000000001,6388.005
3106,6389.5650000000005,4862.325,6389.5650000000005,73.125,6389.5650000000005,6389.5650000000005,3422.445,5364.645,3876.9900000000002,6383.325,4077.06,2712.4500000000003,3377.985,5457.8550000000005,6373.965,5457.66
3107,4539.21,5464.485000000001,6388.785,86.19,6389.5650000000005,6389.5650000000005,4319.445,3961.425,3927.4950000000003,6356.610000000001,4226.625,2163.135,3277.9500000000003,3835.455,5511.87,4247.295
3110,2216.37,4228.185,5209.035,90.675,5137.47,4565.535,3421.4700000000003,1320.7350000000001,2653.9500000000003,2936.895,4663.2300000000005,-64.155,1465.23,2230.215,3311.4900000000002,2654.145
3112,-1347.645,1547.13,1710.345,74.685,1534.845,967.005,-282.555,-1493.7,-1162.785,-1013.0250000000001,4859.79,-4227.21,-2279.55,-957.0600000000001,-482.625,187.20000000000002
3113,-5004.675,-2090.4,-1797.1200000000001,84.045,-2637.96,-2675.4,-4291.56,-4790.76,-5592.21,-5191.29,4992.195000000001,-3793.725,-5691.075,-4093.635,-4742.400000000001,-3531.84
3116,-3297.255,-3602.4300000000003,-3303.3,91.26,-3727.425,-2903.745,-4538.625,-2722.7850000000003,-4825.665,-5998.785,4788.03,-2912.13,-3344.6400000000003,-1734.72,-5528.64,-2230.8
3118,863.85,-5324.28,-5325.45,90.87,-4725.63,-4326.66,-4376.58,906.945,-3598.53,-5607.81,4783.935,-3365.505,-3509.025,-615.225,-3686.085,-1595.88
3120,3757.65,-2882.1,-3356.34,89.7,-2628.405,-2278.5750000000003,-1781.13,3927.4950000000003,-765.765,-2262.975,4659.135,41.535000000000004,29.055,2760.03,-89.50500000000001,1711.71
3122,6389.5650000000005,1225.9650000000001,205.725,97.11,1147.575,1510.47,2255.175,6387.81,2613.585,1506.375,4547.01,3889.665,3124.0950000000003,5755.2300000000005,3080.415,4505.67
