timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
3000,-5811.39,1661.9850000000001,1932.255,1714.8300000000002,2205.255,1701.5700000000002,2048.8650000000002,1932.255,1565.0700000000002,1880.775,2425.4100000000003,2011.4250000000002,-3002.61,1668.615,2132.13,1859.52
3004,1909.44,1456.845,1726.7250000000001,1468.545,2022.7350000000001,1465.23,1830.855,1714.05,1406.145,1676.415,2210.91,1804.335,-447.72,1397.565,1896.765,1547.325
3008,6389.5650000000005,1248.195,1531.53,1264.9650000000001,1730.625,1264.575,1530.75,1464.255,1131.39,1364.415,1880.19,1539.135,6360.51,1208.415,1689.8700000000001,1344.135
3012,4742.01,773.565,1079.52,792.2850000000001,1307.085,790.725,1119.105,996.255,716.4300000000001,957.255,1476.93,1099.9950000000001,3767.01,749.385,1197.885,898.5600000000001
3016,-975.585,498.03000000000003,780.975,528.45,1013.0250000000001,495.495,827.97,713.505,432.315,665.34,1144.065,771.615,-3580.7850000000003,458.25,940.485,594.945
3020,-5231.265,60.255,336.765,106.08,567.645,65.52,382.785,283.33500000000004,-8.19,228.93,744.705,347.295,-2560.545,25.935000000000002,515.19,148.59
3024,2702.31,-243.94500000000002,34.515,-197.34,282.36,-232.83,103.74000000000001,-4.095,-295.62,-47.97,461.175,74.295,-150.15,-264.615,235.365,-125.775
3028,6389.5650000000005,-478.92,-201.63,-451.62,31.98,-490.425,-171.21,-278.46000000000004,-572.325,-324.87,188.76000000000002,-202.41,6389.5650000000005,-549.705,-75.075,-408.72
3032,4941.6900000000005,-823.6800000000001,-542.88,-778.44,-301.47,-826.02,-485.94,-594.945,-900.705,-638.625,-119.73,-517.53,3337.815,-869.505,-343.2,-697.32
3036,-811.395,-867.36,-574.08,-823.6800000000001,-343.2,-878.085,-522.21,-640.77,-927.8100000000001,-684.45,-164.38500000000002,-541.905,-4535.505,-902.265,-381.81,-732.8100000000001
3040,-5481.645,-966.225,-690.105,-952.965,-449.28000000000003,-980.46,-632.385,-757.1850000000001,-1019.265,-788.385,-257.01,-620.49,-2884.83,-991.38,-475.21500000000003,-849.8100000000001
3044,2704.65,-852.9300000000001,-572.13,-815.49,-328.77000000000004,-834.21,-475.41,-598.65,-876.33,-622.83,-100.815,-433.29,881.595,-827.775,-295.62,-669.825
3048,6389.5650000000005,-670.8000000000001,-390.78000000000003,-649.9350000000001,-163.02,-667.6800000000001,-316.68,-453.57,-721.89,-491.01,45.63,-299.71500000000003,6389.5650000000005,-682.695,-148.20000000000002,-531.57
3052,4941.6900000000005,-574.08,-293.28000000000003,-562.575,-81.705,-583.245,-237.51000000000002,-369.135,-638.4300000000001,-386.88,140.205,-202.41,3893.175,-591.0450000000001,-46.02,-435.825
3056,-444.40500000000003,-210.99,52.65,-187.005,289.96500000000003,-226.59,138.06,0.78,-258.375,-28.665000000000003,506.61,149.37,-3657.03,-224.835,307.71000000000004,-70.785
3060,-5531.5650000000005,56.355000000000004,307.125,49.725,535.665,31.59,375.765,243.16500000000002,-28.275000000000002,220.935,746.85,399.75,-2598.57,28.470000000000002,550.875,170.235
3064,2395.77,463.71000000000004,731.0550000000001,473.85,935.8050000000001,461.76,829.9200000000001,667.485,430.56,665.73,1144.845,852.9300000000001,499.59000000000003,473.65500000000003,1023.36,598.845
3068,6389.5650000000005,885.885,1141.7250000000001,912.6,1358.565,853.905,1231.815,1065.0900000000001,832.065,1064.895,1630.5900000000001,1214.655,6385.47,880.815,1388.79,1025.115
3072,4863.6900000000005,1133.925,1365.585,1094.535,1626.69,1112.865,1397.175,1297.53,1048.125,1313.325,1854.255,1501.1100000000001,2865.915,1133.3400000000001,1661.79,1233.375
3076,-1543.035,1530.9450000000002,1763.775,1555.71,2025.855,1468.3500000000001,1832.415,1714.8300000000002,1456.4550000000002,1726.53,2261.025,1904.175,-4585.425,1526.0700000000002,2060.955,1584.765
3080,-4682.535,1690.4550000000002,1943.3700000000001,1751.295,2223.39,1710.7350000000001,2054.91,1838.655,1593.15,1894.815,2435.55,2066.415,-2431.065,1729.65,2262.195,1830.27
3084,3432.0,1921.7250000000001,2183.8050000000003,1890.525,2496.0,1896.765,2321.28,2164.3050000000003,1880.775,2138.37,2666.625,2181.855,1290.51,1943.175,2462.85,2030.145
3089,6389.5650000000005,2065.245,2330.25,1971.645,2577.12,2062.32,2428.92,2262.975,1930.1100000000001,2163.135,2678.9100000000003,2337.855,6361.485000000001,2057.25,2597.5950000000003,2184.78
3092,5013.45,1907.6850000000002,2164.3050000000003,1880.775,2437.89,1917.825,2181.855,2089.23,1843.335,2100.9300000000003,2647.905,2145.975,2270.9700000000003,1928.355,2412.9300000000003,2055.105
3097,-2259.0750000000003,1865.565,2130.765,1864.005,2428.92,1863.615,2129.79,1971.645,1784.4450000000002,2059.2000000000003,2627.04,2163.525,-5824.0650000000005,1880.19,2337.855,1967.55
3101,-4439.5650000000005,1593.15,1882.335,1590.03,2130.375,1564.29,1930.305,1763.775,1580.67,1763.775,2279.55,1938.4950000000001,-3365.505,1568.19,2106.975,1689.8700000000001
3105,3688.23,1445.535,1721.0700000000002,1459.575,1940.25,1369.4850000000001,1782.885,1665.105,1428.96,1614.405,2154.945,1801.2150000000001,501.15000000000003,1448.655,1933.23,1565.655
3109,6389.5650000000005,1182.285,1389.765,1218.75,1682.655,1140.75,1511.055,1359.15,1091.415,1331.07,1863.615,1499.55,6389.175,1148.55,1634.295,1266.3300000000002
3113,4941.6900000000005,718.1850000000001,960.375,752.7,1193.9850000000001,681.135,1026.8700000000001,912.7950000000001,649.74,847.6650000000001,1372.2150000000001,1006.59,2924.415,669.63,1133.535,791.3100000000001
3117,-1843.335,432.70500000000004,690.495,457.47,927.615,392.14500000000004,738.855,618.9300000000001,357.045,577.785,1088.295,712.53,-4701.06,382.59000000000003,877.695,524.16
3121,-4339.725,-22.23,229.32000000000002,24.96,455.325,-59.865,276.315,160.875,-106.47,111.93,640.965,243.16500000000002,-2717.52,-78.78,396.045,46.215
3125,3806.79,-271.44,-28.275000000000002,-238.875,219.57000000000002,-296.40000000000003,40.56,-78.19500000000001,-331.89,-116.025,403.65000000000003,16.38,1331.265,-313.17,181.35,-181.54500000000002
3129,6389.37,-532.5450000000001,-266.76,-491.40000000000003,-33.15,-557.7,-227.955,-333.45,-607.23,-377.325,141.76500000000001,-248.04000000000002,6389.5650000000005,-574.08,-81.12,-444.6
3133,4941.6900000000005,-861.51,-602.5500000000001,-834.21,-356.85,-870.09,-524.16,-648.96,-898.5600000000001,-692.64,-168.675,-549.12,2021.76,-873.6,-374.40000000000003,-750.5550000000001
3137,-1968.525,-873.6,-624.0,-867.36,-391.56,-927.8100000000001,-574.47,-686.4,-956.475,-719.94,-203.775,-584.61,-5298.93,-932.49,-426.46500000000003,-785.265
3141,-4139.655,-1025.115,-750.945,-972.465,-513.825,-991.1850000000001,-677.625,-809.445,-1043.055,-849.8100000000001,-290.55,-653.64,-1770.6000000000001,-1015.1700000000001,-478.53000000000003,-859.1700000000001
3145,3981.51,-813.9300000000001,-565.11,-790.9200000000001,-330.915,-833.0400000000001,-482.82,-619.905,-863.265,-665.145,-126.75,-460.98,2366.91,-849.8100000000001,-317.46000000000004,-692.445
3149,6389.37,-639.6,-384.54,-611.52,-149.76,-682.5,-312.195,-453.375,-671.97,-473.85,49.53,-299.71500000000003,6389.5650000000005,-664.5600000000001,-148.20000000000002,-534.69
3153,4887.09,-531.96,-287.43,-516.36,-57.915,-570.1800000000001,-203.775,-340.08,-579.54,-364.845,181.155,-170.04,1510.8600000000001,-532.5450000000001,-16.77,-403.65000000000003
3157,-2367.105,-178.23000000000002,88.92,-151.51500000000001,324.48,-205.92000000000002,163.60500000000002,17.94,-217.035,-7.215,532.9350000000001,182.715,-5882.5650000000005,-174.72,324.48,-75.075
3161,-3908.775,60.645,330.72,84.045,541.125,29.445,392.14500000000004,254.865,22.23,237.51000000000002,770.0550000000001,418.86,-2630.745,64.155,574.86,178.62
